chr9_105	(Etal:0.2248843801,((Htel:0.0224190979,Hhsa:0.0332541758)99:0.008819,(Hdem:0.0291787107,Hsar:0.0354433169)99:0.011353)66:0.004950,(Hhim:0.0250411901,HeraRef:0.0265469231)100:0.015241);
chr11_106	(Etal:0.1792694358,((Htel:0.0224862030,Hhsa:0.0254816083)96:0.005902,(Hhim:0.0164939814,HeraRef:0.0161147096)100:0.016300)96:0.005629,(Hdem:0.0232528843,Hsar:0.0290774668)99:0.007169);
chr4_10	(Etal:0.2164907227,(((Htel:0.0192783429,Hhsa:0.0246240217)97:0.012388,(Hhim:0.0190000224,HeraRef:0.0284429585)100:0.018662)95:0.008449,Hdem:0.0208332909)75:0.008504,Hsar:0.0274030867);
chr3_123	(Etal:0.2320026562,(Htel:0.0173156669,Hhsa:0.0353445791)99:0.017684,((Hhim:0.0158149854,HeraRef:0.0258192728)100:0.020763,(Hdem:0.0260354315,Hsar:0.0416490641)100:0.020936)98:0.013206);
chr1_117	(Etal:0.2564514325,(Htel:0.0370736392,(Hhsa:0.0457470516,(Hdem:0.0293149582,Hsar:0.0596055042)92:0.009196)84:0.006897)48:0.002117,(Hhim:0.0212402521,HeraRef:0.0152159239)100:0.029840);
chr8_106	(Etal:0.2095133475,((Htel:0.0208816248,Hhsa:0.0317546689)87:0.005671,(Hhim:0.0110756587,HeraRef:0.0079559167)100:0.018656)100:0.009293,(Hdem:0.0257964540,Hsar:0.0344853800)98:0.009608);
chr5_112	(Etal:0.2775643162,((Htel:0.0269312009,Hhsa:0.0330057033)70:0.006642,(Hhim:0.0212150597,HeraRef:0.0200049051)100:0.019037)96:0.014726,(Hdem:0.0368168818,Hsar:0.0460869653)72:0.004268);
chr4_110	(Etal:0.2930459850,(Htel:0.0496785772,(Hhsa:0.0494639824,(Hhim:0.0306179258,HeraRef:0.0311028868)100:0.016350)88:0.007170)95:0.009917,(Hdem:0.0278032115,Hsar:0.0513119782)97:0.010681);
chr7_105	(Etal:0.2839368102,(Htel:0.0370276902,(Hhsa:0.0285672346,(Hhim:0.0261791529,HeraRef:0.0179506996)100:0.013122)78:0.006010)92:0.008088,(Hdem:0.0286748491,Hsar:0.0565497085)66:0.006507);
chr8_107	(Etal:0.2233474963,((Htel:0.0308649867,Hhsa:0.0350079097)97:0.007597,(Hhim:0.0212192551,HeraRef:0.0234321705)100:0.011666)99:0.011480,(Hdem:0.0201698330,Hsar:0.0354355979)91:0.005948);
chr9_106	(Etal:0.1837507158,((Htel:0.0323944053,Hhsa:0.0373148945)77:0.007224,(Hhim:0.0215850058,HeraRef:0.0146779959)100:0.025622)59:0.002608,(Hdem:0.0488154816,Hsar:0.0461778907)90:0.008102);
chr5_113	(Etal:0.2386964718,((Htel:0.0315421991,Hhsa:0.0283086144)97:0.008317,(Hhim:0.0286275904,HeraRef:0.0285337538)100:0.013033)96:0.009945,(Hdem:0.0280110153,Hsar:0.0525871306)99:0.009624);
chr4_111	(Etal:0.2538114881,(Htel:0.0354127638,(Hhsa:0.0395176333,(Hhim:0.0339071392,HeraRef:0.0300407731)100:0.013822)93:0.005834)99:0.014962,(Hdem:0.0265201792,Hsar:0.0556551400)100:0.020765);
chr10_107	(Etal:0.2614223122,((Htel:0.0323545860,Hhsa:0.0354269345)82:0.005950,(Hhim:0.0279304039,HeraRef:0.0266079189)100:0.020583)86:0.008056,(Hdem:0.0291600117,Hsar:0.0489446689)97:0.008558);
chr2_109	(Etal:0.1316293664,Htel:0.0223255383,((Hhsa:0.0172578297,(Hhim:0.0188911738,HeraRef:0.0090210280)100:0.012727)100:0.024645,(Hdem:0.1504168754,Hsar:0.0208900893)87:0.007875)47:0.005212);
chr9_107	(Etal:0.2316837268,((Htel:0.0382991469,(Hhim:0.0272229605,HeraRef:0.0261592322)100:0.016491)56:0.002912,Hhsa:0.0394452608)98:0.011103,(Hdem:0.0349035768,Hsar:0.0341029884)98:0.007637);
chr5_114	(Etal:0.2714410499,(((Htel:0.0347371873,Hhsa:0.0357096865)92:0.010875,(Hhim:0.0265310417,HeraRef:0.0309138061)100:0.040939)90:0.009331,Hsar:0.0513240331)57:0.008764,Hdem:0.0439091831);
chr7_107	(Etal:0.2564162803,Htel:0.0443160167,((Hhsa:0.0325848997,(Hhim:0.0272969581,HeraRef:0.0307489277)96:0.012988)99:0.012182,(Hdem:0.0263130164,Hsar:0.0477335878)99:0.014542)68:0.004942);
chr8_109	(Etal:0.1772031676,((Htel:0.0221630588,(Hhim:0.0155937514,HeraRef:0.0133043838)100:0.009982)62:0.003033,Hhsa:0.0286446492)69:0.003073,(Hdem:0.0213133615,Hsar:0.0252914234)91:0.005747);
chr11_110	(Etal:0.2555248759,((Htel:0.0275833593,Hhsa:0.0430137415)90:0.005845,(Hhim:0.0234097307,HeraRef:0.0185184988)100:0.026192)94:0.006830,(Hdem:0.0330469471,Hsar:0.0512013002)93:0.008959);
chr5_115	(Etal:0.2442004114,(Htel:0.0326592698,(Hdem:0.0294544594,Hsar:0.0313978474)88:0.015844)74:0.006675,(Hhsa:0.0201495909,(Hhim:0.0172363618,HeraRef:0.0300803970)99:0.011775)99:0.015437);
chr1_121	(Etal:0.2451057252,((Htel:0.0417462810,Hhsa:0.0359312295)66:0.007224,(Hhim:0.0325791950,HeraRef:0.0369696163)100:0.017816)67:0.006956,(Hdem:0.0328501324,Hsar:0.0475471640)95:0.009523);
chr7_109	(Etal:0.2997183493,((Htel:0.0328752718,Hhsa:0.0368505729)85:0.008780,(Hdem:0.0372601496,Hsar:0.0376243094)99:0.012769)76:0.008410,(Hhim:0.0226943477,HeraRef:0.0190850860)85:0.017827);
chr5_116	(Etal:0.2003102064,((Htel:0.0184182831,Hhsa:0.0230064429)57:0.004498,(Hhim:0.0150442890,HeraRef:0.0104690421)100:0.014330)100:0.012128,(Hdem:0.0203447655,Hsar:0.0325943051)93:0.008962);
chr8_110	(Etal:0.1907898152,(Htel:0.0300457503,(Hhsa:0.0238927172,(Hhim:0.0267904390,HeraRef:0.0229320902)100:0.013609)99:0.008861)86:0.005494,(Hdem:0.0168829560,Hsar:0.0317026731)100:0.013504);
chr10_10	(Etal:0.2119439878,(Htel:0.0357901266,(Hdem:0.0200391375,Hsar:0.0420752359)86:0.014920)66:0.007387,(Hhsa:0.0252867765,(Hhim:0.0233271780,HeraRef:0.0137653442)100:0.008960)96:0.012409);
chr12_101	(Etal:0.1884595579,(Htel:0.0247680405,(Hdem:0.0234549712,Hsar:0.0304210244)91:0.003982)45:0.001191,(Hhsa:0.0242799359,(Hhim:0.0165394641,HeraRef:0.0107088684)100:0.017656)100:0.007170);
chr13_100	(Etal:0.2275962947,(Htel:0.0321671457,(Hhsa:0.0371179627,(Hhim:0.0157717090,HeraRef:0.0243714885)100:0.010229)100:0.009782)81:0.005487,(Hdem:0.0271113338,Hsar:0.0407151626)74:0.006781);
chr16_100	(Etal:0.2606424433,((Htel:0.0436079006,Hhsa:0.0380156539)87:0.006617,(Hhim:0.0256434219,HeraRef:0.0240675710)100:0.023095)83:0.010549,(Hdem:0.0368327737,Hsar:0.0418525118)67:0.002863);
chr11_112	(Etal:0.1845748593,(((Htel:0.0361988323,Hhsa:0.0203737143)99:0.008456,(Hhim:0.0296744367,HeraRef:0.0273737201)100:0.024248)100:0.012224,Hdem:0.0244343589)65:0.008847,Hsar:0.0375804910);
chr8_111	(Etal:0.2667017411,(Htel:0.0479422607,(Hhsa:0.0404801691,(Hhim:0.0128759275,HeraRef:0.0114959986)100:0.027131)100:0.015553)89:0.007850,(Hdem:0.0295939542,Hsar:0.0538577859)100:0.017549);
chr15_101	(Etal:0.2376431248,((Htel:0.0285885874,Hhsa:0.0247283557)100:0.009518,(Hhim:0.0323235829,HeraRef:0.0262006564)100:0.021137)100:0.015807,(Hdem:0.0308747170,Hsar:0.0651219493)82:0.008755);
chr16_101	(Etal:0.1963164436,((Htel:0.0208009617,Hhsa:0.0278923599)100:0.010039,(Hhim:0.0201052993,HeraRef:0.0196310274)100:0.017603)53:0.003487,(Hdem:0.0257059285,Hsar:0.0307512758)97:0.009026);
chr3_128	(Etal:0.1820532090,(Htel:0.0306043583,(Hhsa:0.0388822297,(Hhim:0.0250864458,HeraRef:0.0247797265)100:0.018379)56:0.006299)69:0.006133,(Hdem:0.0283948917,Hsar:0.0371476705)99:0.011359);
chr13_102	(Etal:0.2144060946,(Htel:0.0386418904,(Hdem:0.0194186007,Hsar:0.0293976739)100:0.020535)80:0.007660,(Hhsa:0.0238733423,(Hhim:0.0192005798,HeraRef:0.0210385849)99:0.005284)100:0.019369);
chr8_112	(Etal:0.1495531629,(Htel:0.0161875395,Hhsa:0.0217485796)99:0.005019,((Hhim:0.0096057612,HeraRef:0.0104604920)100:0.020504,(Hdem:0.0169150006,Hsar:0.0374068978)100:0.005347)65:0.001366);
chr1_123	(Etal:0.2040314778,((Htel:0.0226740926,Hhsa:0.0205832642)99:0.009988,(Hhim:0.0270954396,HeraRef:0.0267537729)100:0.018059)82:0.008926,(Hdem:0.0307736576,Hsar:0.0406351192)97:0.008939);
chr16_102	(Etal:0.2278864382,((Htel:0.0331896495,Hhsa:0.0397216986)79:0.006504,(Hhim:0.0295191303,HeraRef:0.0284289145)100:0.025996)43:0.003989,(Hdem:0.0285918994,Hsar:0.0446246672)99:0.010439);
chr3_129	(Etal:0.2241676962,((Htel:0.0300671800,Hhsa:0.0376351991)78:0.004749,(Hhim:0.0190837391,HeraRef:0.0231694052)100:0.020347)52:0.001974,(Hdem:0.0253130277,Hsar:0.0359594885)100:0.013731);
chr11_114	(Etal:0.1350603625,(Htel:0.0290624899,(Hhsa:0.0288687625,(Hhim:0.0220428365,HeraRef:0.0230666755)95:0.008063)99:0.010784)48:0.003223,(Hdem:0.0278096113,Hsar:0.0296329762)94:0.008396);
chr10_112	(Etal:0.2086292710,(Htel:0.0333886610,(Hhsa:0.0274714544,(Hhim:0.0185169470,HeraRef:0.0176339372)100:0.017344)97:0.005168)99:0.009678,(Hdem:0.0360286746,Hsar:0.0374748007)88:0.006455);
chr7_111	(Etal:0.2611435681,Htel:0.0319924807,((Hhsa:0.0436291411,(Hdem:0.0376079995,Hsar:0.0472165653)94:0.008163)85:0.007951,(Hhim:0.0232667894,HeraRef:0.0223689337)100:0.016684)44:0.003346);
chr8_113	(Etal:0.2500011113,((Htel:0.0187536034,Hhsa:0.0241923706)100:0.014610,(Hhim:0.0372986476,HeraRef:0.0380358367)100:0.023539)69:0.005763,(Hdem:0.0246335195,Hsar:0.0463909195)99:0.013347);
chr13_104	(Etal:0.2999884277,(Htel:0.0303893756,(Hhsa:0.0353702045,(Hhim:0.0131488545,HeraRef:0.0179687073)100:0.023260)100:0.012693)91:0.005248,(Hdem:0.0282067923,Hsar:0.0476821308)75:0.004209);
chr12_103	(Etal:0.3358885083,(Htel:0.0421464187,(Hhsa:0.0291163795,(Hhim:0.0132089046,HeraRef:0.0203147969)99:0.007317)100:0.020949)75:0.012227,(Hdem:0.0379499588,Hsar:0.0506352505)51:0.003072);
chr9_114	(Etal:0.1283742531,((Htel:0.0098761015,Hhsa:0.0149553284)100:0.007123,(Hhim:0.0065838083,HeraRef:0.0091703079)100:0.014429)76:0.002124,(Hdem:0.0148203922,Hsar:0.0292537804)93:0.004802);
chr2_113	(Etal:0.2142152796,(Htel:0.0343957176,(Hhsa:0.0397751913,(Hhim:0.0223570216,HeraRef:0.0255191785)100:0.025859)100:0.028354)97:0.015896,(Hdem:0.0372966225,Hsar:0.0525893565)59:0.010110);
chr16_103	(Etal:0.1756518437,((Htel:0.0288128995,Hhsa:0.0373787204)87:0.007222,(Hhim:0.0239953349,HeraRef:0.0159496950)100:0.013021)77:0.005790,(Hdem:0.0237156901,Hsar:0.0401617016)96:0.010644);
chr11_115	(Etal:0.1341389320,((Htel:0.0194335071,Hhsa:0.0142392120)100:0.010709,(Hhim:0.0260305586,HeraRef:0.0160963299)100:0.009999)89:0.007312,(Hdem:0.0145264397,Hsar:0.0248316214)100:0.009139);
chr5_11	(Etal:0.2079676933,((Htel:0.0322255632,(Hhim:0.0207397721,HeraRef:0.0290562888)100:0.037923)77:0.009346,Hhsa:0.0220838552)48:0.006475,(Hdem:0.0307917142,Hsar:0.0478649042)99:0.014761);
chr10_113	(Etal:0.2381755336,(Htel:0.0346707108,(Hhsa:0.0449641018,(Hdem:0.0260868897,Hsar:0.0545347917)100:0.012219)84:0.006753)49:0.003601,(Hhim:0.0324567093,HeraRef:0.0321129317)100:0.012272);
chr14_105	(Etal:0.2343636844,(Htel:0.0482652330,(Hdem:0.0300120936,Hsar:0.0414905240)100:0.011992)57:0.005045,(Hhsa:0.0319195611,(Hhim:0.0393434230,HeraRef:0.0313376390)86:0.006511)100:0.017073);
chr3_130	(Etal:0.2206309003,Htel:0.0385389921,((Hhsa:0.0365485102,(Hdem:0.0211117108,Hsar:0.0515684621)99:0.009938)93:0.005987,(Hhim:0.0287179696,HeraRef:0.0295359606)100:0.011728)90:0.009312);
chr16_104	(Etal:0.2705837079,((Htel:0.0240523181,Hhsa:0.0369791308)100:0.016371,(Hhim:0.0247422182,HeraRef:0.0256452738)100:0.033112)93:0.009697,(Hdem:0.0252648386,Hsar:0.0537029163)100:0.015884);
chr11_116	(Etal:0.1824308906,(((Htel:0.0209820860,Hhsa:0.0262900146)77:0.004835,(Hhim:0.0254060025,HeraRef:0.0256814281)100:0.019651)81:0.005247,Hsar:0.0362381609)67:0.005594,Hdem:0.0249695470);
chr5_120	(Etal:0.2394992514,Htel:0.0258619190,(((Hhsa:0.0288325271,(Hhim:0.0278730076,HeraRef:0.0358552317)100:0.017650)89:0.005238,Hdem:0.0499296029)79:0.007503,Hsar:0.0580430854)75:0.007291);
chr7_113	(Etal:0.3152507005,(Htel:0.0365581785,(Hhsa:0.0288150279,(Hhim:0.0206294879,HeraRef:0.0325839594)100:0.013089)100:0.016983)87:0.008023,(Hdem:0.0284411460,Hsar:0.0474602382)74:0.007881);
chr8_115	(Etal:0.1933359483,(Htel:0.0246539028,(Hhsa:0.0236327908,(Hhim:0.0128731157,HeraRef:0.0145526170)100:0.016586)97:0.008057)60:0.003585,(Hdem:0.0265408422,Hsar:0.0313177357)99:0.006022);
chr15_105	(Etal:0.1721816757,((Htel:0.0216014650,Hhsa:0.0267478526)89:0.008807,(Hhim:0.0290099016,HeraRef:0.0219390956)100:0.016136)66:0.006259,(Hdem:0.0285439612,Hsar:0.0287282436)100:0.017105);
chr3_131	(Etal:0.2490671406,((Htel:0.0329231986,Hhsa:0.0412122593)94:0.012761,(Hhim:0.0227851799,HeraRef:0.0178891832)100:0.046169)69:0.007476,(Hdem:0.0394671869,Hsar:0.0522581114)89:0.006246);
chr21_101	(Etal:0.1857409004,(Htel:0.0361886589,(Hhsa:0.0353653784,(Hhim:0.0196572326,HeraRef:0.0117070199)100:0.022871)86:0.005357)81:0.005829,(Hdem:0.0258676048,Hsar:0.0348032954)99:0.007840);
chr1_126	(Etal:0.2281063015,((Htel:0.0181035420,Hhsa:0.0252300909)85:0.010147,(Hhim:0.0209028101,HeraRef:0.0196574911)100:0.029445)82:0.005628,(Hdem:0.0316526418,Hsar:0.0528386645)72:0.005954);
chr6_109	(Etal:0.2438873061,((Htel:0.0324504235,Hhsa:0.0257028772)85:0.005021,(Hhim:0.0190983131,HeraRef:0.0293425951)100:0.015588)96:0.009027,(Hdem:0.0244732783,Hsar:0.0452312972)100:0.011880);
chr11_117	(Etal:0.1801187903,(Htel:0.0325360225,(Hhsa:0.0371810982,(Hhim:0.0374895415,HeraRef:0.0541072498)94:0.010195)91:0.009476)77:0.011367,(Hdem:0.0254029240,Hsar:0.0362296476)74:0.006979);
chr17_100	(Etal:0.1577569774,(Htel:0.0165125484,(Hdem:0.0148567579,Hsar:0.0264170434)92:0.010034)81:0.006402,(Hhsa:0.0176827204,(Hhim:0.0120964888,HeraRef:0.0080293743)96:0.006563)91:0.008879);
chr19_100	(Etal:0.2693206254,(Htel:0.0545899000,(Hdem:0.0354920874,Hsar:0.0380834970)99:0.015989)55:0.006528,(Hhsa:0.0347635805,(Hhim:0.0181491120,HeraRef:0.0193481964)100:0.017112)86:0.009526);
chr8_116	(Etal:0.2033023884,Htel:0.0189809227,((Hhsa:0.0273780555,(Hhim:0.0242019652,HeraRef:0.0225474030)100:0.015563)63:0.004339,(Hdem:0.0201719577,Hsar:0.0323118595)100:0.011674)64:0.005310);
chr9_117	(Etal:0.2472439881,(Htel:0.0449062725,(Hhsa:0.0485990033,(Hhim:0.0292653184,HeraRef:0.0267243404)100:0.020872)95:0.008858)65:0.008007,(Hdem:0.0329048995,Hsar:0.0464404386)100:0.018366);
chr21_102	(Etal:0.2317788967,(Htel:0.0177569747,(Hhsa:0.0221291437,(Hhim:0.0277397186,HeraRef:0.0213105145)96:0.020012)51:0.008206)89:0.021699,(Hdem:0.0286729054,Hsar:0.0254650773)97:0.023490);
chr2_116	(Etal:0.4389975436,(Htel:0.0529031925,(Hdem:0.0169021665,Hsar:0.0448303159)99:0.036088)88:0.030111,(Hhsa:0.0429359943,(Hhim:0.0330529946,HeraRef:0.0296035228)95:0.011811)94:0.030252);
chr16_106	(Etal:0.2067541761,((Htel:0.0224153204,Hhsa:0.0224017287)100:0.007879,(Hhim:0.0369703678,HeraRef:0.0257299720)85:0.008330)84:0.007348,(Hdem:0.0272622371,Hsar:0.0487397377)86:0.008030);
chr6_10	(Etal:0.2461745533,(Htel:0.0257798473,(Hdem:0.0239206627,Hsar:0.0422839352)80:0.005217)67:0.005918,(Hhsa:0.0333046977,(Hhim:0.0213628579,HeraRef:0.0271289178)100:0.026726)74:0.006316);
chr17_101	(Etal:0.2572095691,Htel:0.0371979115,((Hhsa:0.0417816328,(Hhim:0.0211457317,HeraRef:0.0736345687)100:0.015206)90:0.009736,(Hdem:0.0306030358,Hsar:0.0413313688)96:0.014544)67:0.007174);
chr19_101	(Etal:0.4179262214,(Htel:0.0358682837,(Hhsa:0.0509219485,(Hhim:0.0145739341,HeraRef:0.0188576479)98:0.010029)96:0.013780)80:0.012747,(Hdem:0.0579753852,Hsar:0.0671712253)59:0.007555);
chr21_103	(Etal:0.1913041477,(Htel:0.0283241689,(Hhsa:0.0238708758,(Hhim:0.0145973668,HeraRef:0.0191598771)100:0.009809)100:0.010361)61:0.001611,(Hdem:0.0205780465,Hsar:0.0371766237)100:0.008723);
chr10_117	(Etal:0.3051097312,(Htel:0.0375641613,((Hhsa:0.0410263154,Hsar:0.0388410796)74:0.005980,Hdem:0.0280835625)85:0.009787)66:0.006875,(Hhim:0.0170070247,HeraRef:0.0253023133)100:0.032015);
chr8_117	(Etal:0.1804817070,((Htel:0.0138684841,Hhsa:0.0259454127)65:0.007253,(Hhim:0.0210883455,HeraRef:0.0202489165)100:0.022061)57:0.006243,(Hdem:0.0310260574,Hsar:0.0330900361)100:0.012323);
chr16_107	(Etal:0.3299399555,(Htel:0.0524931164,(Hhsa:0.0459764760,(Hhim:0.0447275761,HeraRef:0.0334055720)100:0.041501)75:0.015524)78:0.012489,(Hdem:0.0289900917,Hsar:0.0545923740)96:0.025970);
chr9_119	(Etal:0.1968292399,((Htel:0.0267934593,Hhsa:0.0264433572)56:0.005431,(Hdem:0.0278067708,Hsar:0.0346871930)97:0.010367)92:0.012180,(Hhim:0.0279880665,HeraRef:0.0257056644)100:0.022309);
chr19_102	(Etal:0.2323498328,(Htel:0.0277016178,(Hhsa:0.0320795975,(Hhim:0.0148376281,HeraRef:0.0208304606)100:0.010810)99:0.008868)48:0.003503,(Hdem:0.0210677361,Hsar:0.0282534921)100:0.014282);
chr17_102	(Etal:0.2114056193,(Htel:0.0412633209,(Hhsa:0.0451500926,(Hhim:0.0347721623,HeraRef:0.0227856156)100:0.021927)89:0.006557)65:0.008221,(Hdem:0.0241570329,Hsar:0.0444184049)100:0.021116);
chr7_116	(Etal:0.2919853885,((Htel:0.0182306117,Hhsa:0.0263561546)72:0.012180,(Hhim:0.0214180860,HeraRef:0.0259869488)100:0.046628)60:0.006097,(Hdem:0.0249394928,Hsar:0.0489887085)95:0.016288);
chr21_104	(Etal:0.1824107574,(Htel:0.0262693632,(Hdem:0.0155227213,Hsar:0.0316525422)100:0.009753)79:0.004433,(Hhsa:0.0294286967,(Hhim:0.0100965549,HeraRef:0.0078441090)100:0.021761)85:0.005248);
chr4_12	(Etal:0.1956604956,((Htel:0.0164495915,Hhsa:0.0222095035)100:0.009153,(Hdem:0.0290236832,Hsar:0.0329555558)100:0.011671)89:0.004985,(Hhim:0.0249131968,HeraRef:0.0279297866)100:0.020479);
chr1_129	(Etal:0.3185648273,((Htel:0.0358150419,Hhsa:0.0283524498)100:0.015741,(Hhim:0.0239623696,HeraRef:0.0259071118)100:0.034175)51:0.003636,(Hdem:0.0215605394,Hsar:0.0429112021)100:0.016916);
chr10_118	(Etal:0.1894629946,(Htel:0.0235578902,Hhsa:0.0246697163)74:0.005554,((Hhim:0.0110662281,HeraRef:0.0164160719)100:0.025176,(Hdem:0.0207735849,Hsar:0.0237318671)100:0.011531)63:0.003461);
chr8_118	(Etal:0.1849546559,((Htel:0.0298708356,Hhsa:0.0368230171)94:0.008070,(Hhim:0.0312731660,HeraRef:0.0371642229)100:0.014675)96:0.010464,(Hdem:0.0269265951,Hsar:0.0313892807)99:0.009513);
chr18_102	(Etal:0.2267477668,((Htel:0.0452771203,(Hdem:0.0317383883,Hsar:0.0440226527)97:0.012673)80:0.015384,Hhsa:0.0262492960)56:0.011205,(Hhim:0.0147695303,HeraRef:0.0226259153)99:0.014565);
chr2_118	(Etal:0.2304078699,(Htel:0.0378724551,(Hdem:0.0321886229,Hsar:0.0369445934)100:0.023817)98:0.019606,(Hhsa:0.0490389870,(Hhim:0.0352221574,HeraRef:0.0360505288)96:0.012405)100:0.034279);
chr13_111	(Etal:0.2313431010,(Htel:0.0423593343,(Hhsa:0.0416854350,(Hhim:0.0277230089,HeraRef:0.0166802518)100:0.017193)70:0.006489)65:0.005608,(Hdem:0.0242496953,Hsar:0.0396927763)100:0.017784);
chr7_117	(Etal:0.2832930567,Htel:0.0256310425,((Hhsa:0.0324754665,(Hhim:0.0251944622,HeraRef:0.0216552972)100:0.015600)97:0.012061,(Hdem:0.0309925488,Hsar:0.0614328977)81:0.010810)64:0.006429);
chr21_105	(Etal:0.1477523790,(Htel:0.0260401492,(Hdem:0.0150645435,Hsar:0.0336418206)98:0.007490)77:0.004663,(Hhsa:0.0259923655,(Hhim:0.0113809806,HeraRef:0.0491294761)100:0.014417)100:0.008730);
chr1_12	(Etal:0.2224847020,(Htel:0.0340090415,(Hdem:0.0228460344,Hsar:0.0356380802)100:0.017659)96:0.020056,(Hhsa:0.0314683199,(Hhim:0.0063155976,HeraRef:0.0097102829)100:0.014905)99:0.021774);
chr20_102	(Etal:0.3091492418,Htel:0.0296883571,((Hhsa:0.0593752671,(Hhim:0.0091620088,HeraRef:0.0092208640)100:0.049961)91:0.018912,(Hdem:0.0269150137,Hsar:0.0622930193)93:0.014528)73:0.013667);
chr14_110	(Etal:0.2306330805,((Htel:0.0315676847,Hhsa:0.0325514178)73:0.006355,(Hhim:0.0269506984,HeraRef:0.0303678073)100:0.012655)67:0.006742,(Hdem:0.0316034869,Hsar:0.0486382393)100:0.011746);
