chr10_1086,823,218,2,0,0
chr10_1087,7175,1917,1002,7,8
chr10_1088,7231,1921,1120,6,10
chr10_1089,4373,1129,751,3,2
chr10_108,5536,1435,673,9,7
chr10_1090,6348,1589,836,4,5
chr10_1091,8284,1918,1154,18,15
chr10_1092,5833,1470,582,7,10
chr10_1093,7063,1577,739,10,4
chr10_1094,7324,1718,826,7,7
chr10_1095,4994,1029,519,4,3
chr10_1096,5767,975,618,2,5
chr10_1097,4825,983,376,5,5
chr10_1098,6563,1142,494,4,7
chr10_1099,6260,1521,624,6,5
chr10_109,6092,1438,887,9,8
chr10_10,1543,369,190,1,1
chr10_1100,5932,1578,625,5,2
chr10_1101,6429,1003,531,3,6
chr10_1102,8054,1674,953,7,11
chr10_1103,6425,1048,602,3,3
chr10_1104,2941,599,445,4,6
chr10_1105,4160,867,516,3,1
chr10_1106,4991,1060,326,1,4
chr10_1107,6602,1524,430,1,1
chr10_1108,6610,1856,722,9,2
chr10_1109,7199,1614,997,3,7
chr10_110,7014,1574,970,5,3
chr10_1110,7689,1178,687,3,5
chr10_1111,8051,1355,1010,6,4
chr10_1112,5680,1465,763,3,7
chr10_1113,4291,1148,489,3,4
chr10_1114,6914,1759,883,5,4
chr10_1115,7018,1618,979,9,9
chr10_1116,4445,1153,458,3,2
chr10_1117,5511,1529,605,7,5
chr10_1118,4131,1154,503,4,3
chr10_1119,4917,1415,382,2,14
chr10_111,7738,1606,964,8,7
chr10_1120,3599,969,419,1,22
chr10_1121,,0,0,0,0
chr10_1122,2,1,0,0,0
chr10_1123,,0,0,0,0
chr10_1124,3697,1048,304,6,5
chr10_1125,6644,1852,481,5,5
chr10_1126,1355,331,139,3,1
chr10_1127,691,201,7,0,0
chr10_1128,5466,1539,576,10,6
chr10_1129,6109,1388,323,3,1
chr10_112,6854,1299,906,3,3
chr10_1130,5659,1544,691,2,2
chr10_1131,5912,1670,575,4,7
chr10_1132,7602,1954,942,10,10
chr10_1133,7394,2011,1109,8,5
chr10_1134,4582,1201,488,6,6
chr10_1135,3056,878,143,0,0
chr10_1136,6469,1925,686,5,16
chr10_1137,5089,1430,650,5,4
chr10_1138,4699,1321,444,7,4
chr10_1139,8070,2320,1001,12,7
chr10_113,6480,1553,936,4,7
chr10_1140,6780,1824,535,3,5
chr10_1141,7024,1863,980,7,8
chr10_1142,8203,2266,1167,11,14
chr10_1143,5501,1458,500,4,7
chr10_1144,4802,1241,441,1,4
chr10_1145,5925,1643,575,3,2
chr10_1146,7305,2092,779,10,5
chr10_1147,7748,1770,1037,3,7
chr10_1148,6711,1789,1088,1,8
chr10_1149,6983,1686,1032,9,9
chr10_114,8553,1877,1167,10,18
chr10_1150,5780,1435,574,7,11
chr10_1151,7562,1923,1182,11,12
chr10_1152,5625,1275,594,6,3
chr10_1153,4173,820,447,2,2
chr10_1154,8296,1611,1046,10,10
chr10_1155,7839,1838,1149,12,9
chr10_1156,7893,2104,1179,11,11
chr10_1157,7971,1969,1306,12,10
chr10_1158,8420,2083,1151,18,11
chr10_1159,8031,2133,1034,8,9
chr10_115,7439,2170,979,6,4
chr10_1160,7742,1879,1283,7,14
chr10_1161,8951,2251,1484,14,11
chr10_1162,6868,1656,1047,14,10
chr10_1163,7630,1994,1000,3,8
chr10_1164,8234,2120,1174,10,10
chr10_1165,7881,2072,933,2,15
chr10_1166,6936,1713,929,9,11
chr10_1167,7297,2163,1049,14,9
chr10_1168,7925,1975,1170,11,7
chr10_1169,5870,1476,757,5,6
chr10_116,6698,1866,992,10,10
chr10_1170,7430,1924,799,5,9
chr10_1171,7203,1555,760,0,5
chr10_1172,8168,1390,995,4,9
chr10_1173,7365,1340,916,6,1
chr10_1174,4668,831,517,6,4
chr10_1175,8265,1546,982,6,7
chr10_1176,6912,1709,874,10,7
chr10_1177,7387,1740,1096,11,9
chr10_1178,8392,1833,1195,7,9
chr10_1179,8093,1736,933,11,4
chr10_117,8149,2333,1078,16,13
chr10_1180,5864,1270,675,0,2
chr10_1181,8428,1852,1264,7,7
chr10_1182,7821,1907,1130,18,15
chr10_1183,8246,1799,1126,8,14
chr10_1184,9229,2023,1333,11,8
chr10_1185,8994,1704,1236,4,4
chr10_1186,7543,1563,768,5,3
chr10_1187,6949,1536,913,8,3
chr10_1188,5875,1428,692,2,4
chr10_1189,6218,1119,741,6,6
chr10_118,8232,1301,934,10,5
chr10_1190,7790,1936,932,12,11
chr10_1191,7038,1947,1160,8,9
chr10_1192,7013,1672,915,4,7
chr10_1193,6843,1826,1107,11,7
chr10_1194,7563,1765,832,7,5
chr10_1195,6353,1776,794,7,9
chr10_1196,7630,1948,1119,11,18
chr10_1197,8168,1825,1228,5,7
chr10_1198,1489,407,296,5,0
chr10_1199,,0,0,0,0
chr10_119,4240,1184,510,3,4
chr10_11,4772,1167,321,2,1
chr10_1200,8011,1754,987,5,4
chr10_1201,8197,1738,1302,9,12
chr10_1202,8307,2003,1069,5,6
chr10_1203,5891,1519,637,9,4
chr10_1204,7235,1560,821,9,10
chr10_1205,8994,1590,1051,3,8
chr10_1206,6621,1503,911,6,6
chr10_1207,1914,538,313,4,2
chr10_1208,3171,843,272,1,1
chr10_1209,6130,1666,614,2,3
chr10_120,6518,1815,731,5,5
chr10_1210,5877,1558,757,7,6
chr10_1211,6528,1792,917,8,7
chr10_1212,8585,2162,1214,11,16
chr10_1213,5233,1486,564,2,3
chr10_1214,5877,1675,664,3,7
chr10_1215,7246,1958,887,10,5
chr10_1216,1371,298,17,0,0
chr10_1217,,0,0,0,0
chr10_1218,1561,410,114,0,0
chr10_1219,6573,1546,795,4,3
chr10_121,6990,1832,793,8,3
chr10_1220,6703,1687,989,7,8
chr10_1221,8268,2067,1062,4,14
chr10_1222,6946,1944,964,6,12
chr10_1223,8598,2041,917,5,13
chr10_1224,6602,1711,816,8,4
chr10_1225,7118,1657,729,6,8
chr10_1226,8354,1933,1388,9,5
chr10_1227,7174,1672,981,16,5
chr10_1228,8574,2173,1182,7,9
chr10_1229,8757,2156,1185,13,8
chr10_122,6952,1766,949,11,6
chr10_1230,8041,2013,1086,10,6
chr10_1231,8676,2254,1147,7,13
chr10_1232,5300,1186,880,13,6
chr10_1233,3032,926,385,15,3
chr10_1234,5111,1184,562,2,1
chr10_1235,8118,2061,1307,5,10
chr10_1236,7879,2044,1135,10,7
chr10_1237,7952,1925,1067,9,9
chr10_1238,7515,2027,1178,11,8
chr10_1239,7959,1992,1001,9,9
chr10_123,6665,1644,786,4,6
chr10_1240,7526,1895,746,9,8
chr10_1241,7324,1579,972,3,11
chr10_1242,9180,1869,1176,6,6
chr10_1243,7857,1861,1166,8,14
chr10_1244,8481,1683,1108,11,4
chr10_1245,6625,1553,928,5,4
chr10_1246,8462,1870,953,10,3
chr10_1247,7324,1860,962,5,6
chr10_1248,8349,2175,1408,8,10
chr10_1249,7721,1956,1227,14,12
chr10_124,4541,1251,478,10,5
chr10_1250,7846,1994,1051,7,17
chr10_1251,3825,866,513,5,7
chr10_1252,3685,840,443,2,2
chr10_1253,5432,1466,668,4,1
chr10_1254,6046,1538,908,5,8
chr10_1255,8349,2283,1272,13,17
chr10_1256,6300,1176,623,6,1
chr10_1257,8586,1871,1153,11,7
chr10_1258,7943,1577,1005,6,10
chr10_1259,5498,1614,576,5,5
chr10_125,8068,2271,1216,12,6
chr10_1260,7462,1917,955,3,6
chr10_1261,4779,1266,626,2,4
chr10_1262,4569,875,390,3,4
chr10_1263,7379,1670,907,4,4
chr10_1264,6484,1700,768,7,8
chr10_1265,7888,2090,1085,21,5
chr10_1266,7245,1965,959,5,7
chr10_1267,6257,1582,942,10,7
chr10_1268,7489,1625,837,5,5
chr10_1269,6935,1742,995,9,4
chr10_126,5974,1818,961,9,6
chr10_1270,6374,1731,817,15,9
chr10_1271,7139,1877,889,4,5
chr10_1272,8134,2128,1266,5,16
chr10_1273,5860,1536,825,4,10
chr10_1274,6761,1785,930,10,7
chr10_1275,7192,1908,698,9,8
chr10_1276,4847,1412,651,6,4
chr10_1277,850,252,4,1,0
chr10_1278,4801,1358,439,4,4
chr10_1279,4961,1374,718,3,6
chr10_127,3981,1136,569,7,11
chr10_1280,4370,1249,399,3,1
chr10_1281,5221,1572,578,4,10
chr10_1282,7192,1893,1125,16,5
chr10_1283,3297,1053,579,6,9
chr10_1284,4988,1442,516,3,4
chr10_1285,7682,2120,1045,7,6
chr10_1286,5465,1515,412,10,3
chr10_1287,3674,759,522,8,4
chr10_1288,5960,1624,800,13,6
chr10_1289,4821,1417,708,7,10
chr10_128,4118,1171,553,6,12
chr10_1290,7090,2065,1035,18,11
chr10_1291,5545,1324,601,5,2
chr10_1292,7460,2038,1027,5,9
chr10_1293,5865,1615,572,8,5
chr10_1294,6587,1816,944,6,10
chr10_1295,6141,1705,608,8,6
chr10_1296,8139,2268,1017,15,11
chr10_1297,6148,1721,858,11,7
chr10_1298,5675,1648,843,29,11
chr10_1299,6662,1825,1003,8,10
chr10_129,6733,1947,1086,9,8
chr10_12,5827,1359,460,0,2
chr10_1300,3932,1042,413,1,1
chr10_1301,2339,677,232,1,1
chr10_1302,6208,1587,772,7,11
chr10_1303,4593,1428,781,8,10
chr10_1304,6077,1807,878,9,7
chr10_1305,6237,1770,592,4,3
chr10_1306,6771,1867,819,13,7
chr10_1307,6961,1947,1093,10,9
chr10_1308,6642,1782,858,13,12
chr10_1309,4494,1170,375,1,0
chr10_130,7570,2177,1333,6,13
chr10_1310,8702,2326,1283,7,17
chr10_1311,7283,1801,926,2,4
chr10_1312,7907,1230,699,0,4
chr10_1313,7508,1471,918,7,7
chr10_1314,7134,1503,704,1,6
chr10_1315,7668,1951,1121,7,9
chr10_1316,5314,1373,781,10,7
chr10_1317,6773,1930,937,15,14
chr10_1318,6110,1716,621,3,7
chr10_1319,7394,1935,1179,8,6
chr10_131,3281,958,405,4,12
chr10_1320,4456,1193,489,6,2
chr10_1321,8485,2319,1014,5,7
chr10_1322,7741,2049,1015,11,4
chr10_1323,7711,1831,931,7,8
chr10_1324,4032,974,373,2,4
chr10_1325,6654,1655,730,7,9
chr10_1326,7144,1428,810,6,5
chr10_1327,1940,469,225,0,3
chr10_1328,7795,1622,975,6,8
chr10_1329,5720,1274,723,5,6
chr10_132,4500,1311,581,7,3
chr10_1330,7791,1791,960,3,5
chr10_1331,7802,2089,1041,9,5
chr10_1332,6322,1709,1021,11,10
chr10_1333,7803,1946,907,6,3
chr10_1334,7146,1371,786,4,6
chr10_1335,4229,982,518,4,2
chr10_1336,3191,845,386,7,1
chr10_1337,6679,1680,644,11,8
chr10_1338,7925,2030,1037,11,15
chr10_1339,5753,1284,758,2,9
chr10_133,5974,1714,937,14,12
chr10_1340,2892,600,423,4,1
chr10_1341,6681,1670,838,6,3
chr10_1342,8035,2109,982,6,11
chr10_1343,8509,2230,1253,9,15
chr10_1344,8302,2109,1128,10,12
chr10_1345,7641,2006,1301,9,6
chr10_1346,6016,1639,917,6,6
chr10_1347,8843,1760,1023,5,10
chr10_1348,6186,1550,942,3,6
chr10_1349,5649,1709,803,4,10
chr10_134,2787,805,357,1,1
chr10_1350,4495,1291,745,6,12
chr10_1351,6340,1844,695,6,6
chr10_1352,7157,1996,1015,9,12
chr10_1353,3897,1128,470,8,4
chr10_1354,5003,1589,642,7,5
chr10_1355,5893,1897,835,16,11
chr10_1356,5975,1637,762,11,8
chr10_1357,3977,1192,655,8,6
chr10_1358,2438,752,363,2,3
chr10_1359,8478,2279,1016,6,6
chr10_135,436,162,24,0,0
chr10_1360,6909,1913,778,9,7
chr10_1361,2319,594,320,5,0
chr10_1362,1587,444,132,0,1
chr10_1363,645,189,11,0,0
chr10_1364,345,116,10,1,0
chr10_1365,,0,0,0,0
chr10_1366,1,1,0,0,0
chr10_1367,178,29,4,1,0
chr10_1368,6,2,0,0,0
chr10_1369,186,60,21,0,1
chr10_136,6336,1763,926,9,12
chr10_1370,228,80,0,0,0
chr10_1371,3152,889,394,1,3
chr10_1372,12,7,6,0,0
chr10_1373,4160,1197,373,2,2
chr10_1374,1300,438,251,4,4
chr10_1375,3770,1079,541,9,8
chr10_1376,6301,1763,695,17,4
chr10_1377,5042,1394,638,6,7
chr10_1378,2737,789,173,0,1
chr10_1379,7347,2287,901,9,18
chr10_137,6415,1779,969,13,6
chr10_1380,5242,1512,486,3,10
chr10_1381,8024,2333,1164,13,5
chr10_1382,2583,836,268,2,3
chr10_1383,3327,1024,402,6,3
chr10_1384,2269,665,149,1,1
chr10_1385,4733,1455,523,5,0
chr10_1386,4843,1389,272,1,0
chr10_1387,4473,1353,453,2,3
chr10_1388,5267,1801,688,3,5
chr10_1389,1561,506,98,0,1
chr10_138,4822,1337,619,8,8
chr10_1390,3321,1088,420,4,3
chr10_1391,6131,1809,629,11,10
chr10_1392,5015,1451,441,13,12
chr10_1393,4272,1380,288,11,1
chr10_1394,4402,1288,458,3,2
chr10_1395,1757,536,77,0,0
chr10_1396,2521,750,149,0,0
chr10_1397,2892,854,180,1,0
chr10_1398,4185,1222,495,4,6
chr10_1399,7083,2060,685,3,3
chr10_139,8007,2269,1152,17,6
chr10_13,4208,1100,346,1,2
chr10_1400,5132,1538,474,5,4
chr10_1401,8130,2071,1030,5,7
chr10_1402,7009,2024,687,6,10
chr10_1403,4321,1290,436,5,0
chr10_1404,4755,1200,637,6,2
chr10_1405,6490,1971,995,3,10
chr10_1406,4237,1114,501,5,4
chr10_1407,5223,1477,602,6,9
chr10_1408,2391,686,247,0,3
chr10_1409,3862,1139,519,4,5
chr10_140,7663,1953,762,9,3
chr10_1410,5938,1708,885,5,9
chr10_1411,7377,2159,843,9,4
chr10_1412,5370,1578,520,5,5
chr10_1413,3745,955,324,2,1
chr10_1414,7055,2015,814,7,11
chr10_1415,7350,2027,997,9,15
chr10_1416,2617,669,355,3,6
chr10_1417,5074,1289,644,6,6
chr10_1418,5734,1754,773,9,4
chr10_1419,5949,1506,481,5,5
chr10_141,6703,1194,778,5,15
chr10_1420,4456,1327,535,0,5
chr10_1421,1483,462,143,2,0
chr10_1422,2025,586,364,1,3
chr10_1423,6168,1769,595,3,3
chr10_1424,7766,2213,858,9,1
chr10_1425,5455,1614,725,4,3
chr10_1426,1332,350,64,0,0
chr10_1427,597,193,29,1,0
chr10_1428,2449,689,202,2,0
chr10_1429,3272,962,487,3,1
chr10_142,7854,1718,1094,8,7
chr10_1430,4508,1284,419,1,2
chr10_1431,7773,1991,686,4,4
chr10_1432,5266,1415,479,0,5
chr10_1433,6974,2021,920,4,3
chr10_1434,3285,953,251,0,2
chr10_1435,6910,1805,624,5,8
chr10_1436,6356,1688,562,6,3
chr10_1437,5722,1097,762,9,5
chr10_1438,7528,1776,959,9,14
chr10_1439,5956,1536,728,10,5
chr10_143,5861,1459,707,3,5
chr10_1440,7545,2018,940,6,4
chr10_1441,7589,1844,1063,8,10
chr10_1442,7624,1981,1005,8,4
chr10_1443,6763,1898,990,9,7
chr10_1444,6909,1780,589,11,4
chr10_1445,3495,937,378,1,5
chr10_1446,1162,295,95,1,1
chr10_1447,2264,590,107,2,0
chr10_1448,7036,1920,702,9,5
chr10_1449,4783,1258,504,3,6
chr10_144,2628,634,363,4,1
chr10_1450,5187,1506,658,6,5
chr10_1451,5540,1805,945,7,9
chr10_1452,6743,1879,841,7,7
chr10_1453,6285,1847,1087,9,6
chr10_1454,7291,2086,1013,7,5
chr10_1455,3916,984,505,2,2
chr10_1456,6550,1867,655,4,4
chr10_1457,7088,1837,560,8,7
chr10_1458,5944,1769,762,2,5
chr10_1459,5583,1461,673,2,3
chr10_145,8013,2029,1208,7,10
chr10_1460,6209,1796,618,1,5
chr10_1461,3718,1031,502,3,3
chr10_1462,7371,2035,1111,7,4
chr10_1463,7200,2075,805,5,8
chr10_1464,7325,2105,765,13,8
chr10_1465,3093,855,542,8,7
chr10_1466,7018,1988,803,4,9
chr10_1467,7233,2036,1046,4,8
chr10_1468,4892,1303,469,7,1
chr10_1469,7169,2037,981,5,7
chr10_146,8491,2093,1215,7,11
chr10_1470,7419,1922,797,3,3
chr10_1471,7116,1962,954,10,8
chr10_1472,8321,2279,1172,8,13
chr10_1473,4597,1233,493,5,2
chr10_1474,7187,1857,787,3,11
chr10_1475,7775,1960,743,6,2
chr10_1476,7928,1995,885,2,7
chr10_1477,6743,1840,934,6,6
chr10_1478,5297,1449,773,7,7
chr10_1479,687,231,94,2,1
chr10_147,6835,1896,1102,4,8
chr10_1480,4262,1120,526,4,8
chr10_1481,6477,1825,938,8,7
chr10_1482,6321,1728,765,10,10
chr10_1483,4134,1167,547,5,7
chr10_1484,2036,553,112,3,2
chr10_1485,5927,1702,1015,7,13
chr10_1486,700,227,64,3,0
chr10_1487,4213,1082,306,5,1
chr10_1488,3749,928,357,5,2
chr10_1489,6637,1850,1016,22,10
chr10_148,3796,1005,566,6,3
chr10_1490,6133,1746,859,8,26
chr10_1491,5032,1283,583,2,5
chr10_1492,4305,1189,504,4,6
chr10_1493,4651,1308,645,9,1
chr10_1494,6181,1482,802,9,2
chr10_1495,6998,1874,669,10,7
chr10_1496,5941,1611,792,9,3
chr10_1497,7241,1925,1016,6,6
chr10_1498,5562,1363,792,3,7
chr10_1499,,0,0,0,0
chr10_149,5957,1651,799,7,6
chr10_14,5566,1400,487,3,2
chr10_1500,4961,1252,516,6,4
chr10_1501,2505,572,124,1,0
chr10_1502,264,56,0,0,0
chr10_1503,225,71,2,0,0
chr10_1504,7352,1779,1123,8,11
chr10_1505,6680,1713,1077,8,8
chr10_1506,4049,1117,565,5,6
chr10_1507,4345,1112,635,0,7
chr10_1508,8257,2247,1391,11,20
chr10_1509,4378,1292,387,4,4
chr10_150,6686,1594,754,4,12
chr10_1510,7475,1994,1241,10,11
chr10_1511,5955,1784,757,10,8
chr10_1512,6176,1685,842,9,1
chr10_1513,7179,1798,736,8,6
chr10_1514,7507,2086,833,8,6
chr10_1515,8668,2071,1054,9,5
chr10_1516,7396,2006,1029,12,12
chr10_1517,7429,1355,907,3,9
chr10_1518,6582,1796,682,7,3
chr10_1519,8581,2268,1103,18,6
chr10_151,6448,1775,829,2,6
chr10_1520,8165,1978,988,9,7
chr10_1521,9125,2342,1213,11,11
chr10_1522,7701,1948,1020,10,15
chr10_1523,7489,1680,921,13,10
chr10_1524,7469,1918,797,9,10
chr10_1525,7271,2106,804,18,8
chr10_1526,1280,340,81,1,0
chr10_1527,5455,1471,705,7,5
chr10_1528,7211,2069,865,24,8
chr10_1529,6360,1689,801,8,6
chr10_152,6992,2016,962,7,2
chr10_1530,6372,1863,1020,3,8
chr10_1531,5196,1521,761,4,4
chr10_1532,5920,1774,849,13,16
chr10_1533,1459,403,175,1,2
chr10_1534,6015,1677,564,1,4
chr10_1535,4565,1293,563,5,11
chr10_1536,6626,1067,638,9,5
chr10_1537,7856,2104,1153,8,15
chr10_1538,8279,2142,1072,8,28
chr10_1539,2206,616,319,9,2
chr10_153,4316,1151,553,4,4
chr10_1540,2341,597,208,3,0
chr10_1541,5434,1537,602,5,12
chr10_1542,7876,2241,1022,9,6
chr10_1543,7397,1979,1199,6,10
chr10_1544,7787,2058,1083,7,16
chr10_1545,7680,1773,994,4,7
chr10_1546,6733,1796,1091,8,14
chr10_1547,7340,2111,1162,12,11
chr10_1548,8069,2202,1195,9,8
chr10_1549,7933,2077,1156,10,12
chr10_154,7411,1850,844,4,6
chr10_1550,4154,1044,541,4,7
chr10_1551,7696,2059,889,8,9
chr10_1552,7601,2164,1043,10,10
chr10_1553,7993,2137,879,12,12
chr10_1554,7693,1945,863,4,5
chr10_1555,1011,190,30,0,0
chr10_1556,2065,566,137,2,3
chr10_1557,3303,810,378,5,2
chr10_1558,250,51,0,0,0
chr10_1559,3145,891,545,2,2
chr10_155,8196,1376,845,6,11
chr10_1560,4874,1351,485,2,3
chr10_1561,6814,1730,745,6,5
chr10_1562,7509,2061,796,7,10
chr10_1563,5883,1547,541,4,4
chr10_1564,6868,1844,591,2,12
chr10_1565,6783,1924,895,11,2
chr10_1566,5297,1521,682,5,6
chr10_1567,6156,1770,649,8,10
chr10_1568,1656,471,267,3,0
chr10_1569,3046,737,287,5,5
chr10_156,6788,1610,815,3,2
chr10_1570,740,245,146,2,0
chr10_1571,7063,2243,992,14,14
chr10_1572,7301,2003,737,11,9
chr10_1573,7057,1948,708,6,9
chr10_1574,4361,1168,234,0,3
chr10_1575,7125,1951,887,4,4
chr10_1576,5261,1440,648,5,8
chr10_1577,5416,1418,256,0,1
chr10_1578,5432,1601,696,7,3
chr10_1579,5524,1640,700,4,3
chr10_157,6257,1443,882,4,2
chr10_1580,6641,1792,770,6,3
chr10_1581,5035,1450,334,4,5
chr10_1582,4936,1389,677,10,9
chr10_1583,5535,1617,776,6,11
chr10_1584,5199,1488,655,5,3
chr10_1585,6990,2004,675,4,8
chr10_1586,2740,816,318,0,2
chr10_1587,4147,1190,462,2,1
chr10_1588,4554,1309,339,3,4
chr10_1589,3356,1006,371,4,2
chr10_158,6287,1322,834,21,15
chr10_1590,3655,1162,297,1,3
chr10_1591,2087,593,275,8,1
chr10_1592,6736,1951,922,11,4
chr10_1593,6040,1699,781,10,3
chr10_1594,6365,1730,608,2,0
chr10_1595,4688,1418,534,9,6
chr10_1596,4501,1295,540,4,15
chr10_1597,5607,1422,658,4,1
chr10_1598,6526,1735,502,6,2
chr10_1599,5643,1545,604,4,3
chr10_159,3290,900,313,2,1
chr10_15,6053,1443,415,3,2
chr10_1600,4908,1363,519,6,4
chr10_1601,2241,651,246,5,1
chr10_1602,2157,652,362,1,2
chr10_1603,7082,1921,1068,5,6
chr10_1604,5005,1476,575,3,7
chr10_1605,3810,1056,374,3,5
chr10_1606,5818,1764,790,8,7
chr10_1607,5345,1524,759,2,5
chr10_1608,6746,1803,864,9,7
chr10_1609,5567,1408,641,5,1
chr10_160,2522,642,280,0,0
chr10_1610,6302,1514,551,2,0
chr10_1611,2473,647,122,4,0
chr10_1612,5706,1675,781,6,9
chr10_1613,5755,1571,760,9,6
chr10_1614,4807,1434,697,10,12
chr10_1615,633,183,86,0,1
chr10_1616,6513,1808,753,13,8
chr10_1617,4475,1263,314,5,1
chr10_1618,6365,1798,781,4,6
chr10_1619,3190,864,23,0,0
chr10_161,4475,1150,461,7,4
chr10_1620,1585,471,29,0,0
chr10_1621,5084,1436,741,5,6
chr10_1622,4766,1340,457,4,4
chr10_1623,5210,1565,562,5,5
chr10_1624,3871,1072,375,2,7
chr10_1625,6557,1490,599,4,7
chr10_1626,810,233,71,1,0
chr10_1627,7950,1675,877,6,5
chr10_1628,6735,1719,773,3,1
chr10_1629,8117,2185,1277,9,15
chr10_162,6353,1378,734,3,6
chr10_1630,3275,867,408,3,1
chr10_1631,7103,1791,914,6,5
chr10_1632,7860,2157,1166,24,9
chr10_1633,8022,1935,859,3,6
chr10_1634,7525,2111,638,11,8
chr10_1635,7559,2000,886,6,7
chr10_1636,6843,1883,739,4,6
chr10_1637,7349,2006,1113,6,7
chr10_1638,7595,1854,1051,11,11
chr10_1639,7892,2162,1338,12,14
chr10_163,7215,1430,924,5,21
chr10_1640,6656,1743,968,15,10
chr10_1641,4329,1154,511,6,2
chr10_1642,5690,1483,603,0,6
chr10_1643,7487,2159,1197,10,8
chr10_1644,6175,1582,795,1,5
chr10_1645,6049,1581,728,3,2
chr10_1646,7144,1779,622,4,10
chr10_1647,7214,1845,819,3,5
chr10_1648,7925,1833,1083,4,13
chr10_1649,7308,1803,966,9,4
chr10_164,7523,1849,1065,14,6
chr10_1650,9255,936,595,4,4
chr10_1651,6460,1481,419,1,2
chr10_1652,6211,1672,758,11,3
chr10_1653,5573,1435,545,2,1
chr10_1654,2977,715,119,0,3
chr10_1655,6278,1376,554,3,4
chr10_1656,806,196,88,0,0
chr10_1657,1889,490,202,0,6
chr10_1658,6381,1566,698,10,18
chr10_1659,1997,297,0,0,0
chr10_165,5637,1302,723,5,3
chr10_1660,745,159,0,0,0
chr10_1661,3756,846,331,3,1
chr10_1662,1959,407,108,3,0
chr10_1663,2191,560,215,1,1
chr10_1664,6722,1646,908,12,7
chr10_1665,7285,1874,919,10,12
chr10_1666,6274,1558,920,5,9
chr10_1667,6054,1459,689,3,2
